period_normalized_date,category,brand,product_name,sub_segment,promotion,uom,item_code,sales_units,price_per_sales_unit,price_per_sales_per_uom,sales_value,sales_per_uom,emirate,store_type,is_weekend,is_holiday,month,day_of_week,day_of_month,rolling_3day_mean,rolling_7day_mean,rolling_30day_mean,rolling_3day_std,rolling_7day_std,rolling_30day_std
2024-12-10,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,67.26062675341531,6.3285366666666665,13.184444000000001,617.1797821565212,32.285100939274294,Abu Dhabi,Convenience Store,0,0,12,1,10,75.73031947645858,79.94844869607141,90.20736545022417,12.481356722629311,16.538660820082878,20.773000020463524
2024-12-11,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,68.28255077517382,6.3285366666666665,13.184444000000001,626.5569003246538,32.775624471201795,Abu Dhabi,Convenience Store,0,0,12,2,11,69.59680517029561,74.75813457288301,89.16737375590581,9.268830758561716,13.257152479437572,21.12361114919058
2024-12-12,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,59.53143062899849,6.3285366666666665,13.184444000000001,546.2571070259274,28.575086788334588,Abu Dhabi,Convenience Store,0,0,12,3,12,65.75424856229402,75.05923926119665,88.63458041443162,3.531298153426126,13.052060912217172,21.450537519360452
2024-12-13,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,79.48067284220278,6.3285366666666665,13.184444000000001,729.3102475872131,38.150723079630794,Abu Dhabi,Convenience Store,1,0,12,4,13,65.02486938586257,74.25509480490678,88.35682672447051,4.784818095615507,13.908857348152626,21.780175149173843
2024-12-14,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,78.52568399723852,6.3285366666666665,13.184444000000001,720.5473228904548,37.69232843266169,Abu Dhabi,Convenience Store,1,0,12,5,14,69.09821808212507,71.67803420416658,88.78541898431601,9.999602546451552,10.002462392578881,21.461928499673842
2024-12-15,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,65.59294856399937,6.3285366666666665,13.184444000000001,601.8772595466105,31.484615405933848,Abu Dhabi,Convenience Store,0,0,12,6,15,72.5125958228133,70.65867910778577,88.94552143302813,11.252154827646926,8.60604593664208,21.36337653527997
2024-12-16,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,63.43221214311557,6.3285366666666665,13.184444000000001,582.0504619399258,30.447461920773122,Abu Dhabi,Convenience Store,0,0,12,0,16,74.53310180114693,68.6276402456173,87.59953121561587,7.757110019283362,7.718152220983736,21.525037980542326
2024-12-17,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,62.2766674873136,6.3285366666666665,13.184444000000001,571.4472482417458,29.8928004843108,Abu Dhabi,Convenience Store,0,0,12,1,17,69.18361490145118,68.87230367202055,86.42394332269613,8.16228440529906,7.486334595967895,21.85837848736218
2024-12-18,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,63.84692616163454,6.3285366666666665,13.184444000000001,585.8558547820879,30.646524650264226,Abu Dhabi,Convenience Store,0,0,12,2,18,63.76727606480955,68.16030949114888,85.70781525726511,1.6833392167409218,7.891214506151752,22.296191464556525
2024-12-19,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,60.02759165052003,6.3285366666666665,13.184444000000001,550.809853052215,28.813244079385147,Abu Dhabi,Convenience Store,0,0,12,3,19,63.185268597354614,67.52664883207184,85.56341530470193,0.8137345465021543,8.056128622487531,22.427273566940595
2024-12-20,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,92.91774115489304,6.3285366666666665,13.184444000000001,852.6080414726584,44.60051588922725,Abu Dhabi,Convenience Store,1,0,12,4,20,62.050395099822765,67.5975289780035,84.7805915470333,1.919694877307214,7.975842973464669,22.90609182062536
2024-12-21,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,96.60315679463992,6.3285366666666665,13.184444000000001,886.4252110633317,46.36951540165547,Abu Dhabi,Convenience Store,1,0,12,5,21,72.26408632234923,69.51711016553067,85.40179968131547,17.988244007777663,11.942884351927487,22.86420743407027
2024-12-22,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,84.43368991035729,6.3285366666666665,13.184444000000001,774.7588576090623,40.52817127953472,Abu Dhabi,Convenience Store,0,0,12,6,22,83.18282986668436,72.09960627944515,86.07367383679313,20.13751138410389,15.607740793835568,22.888128053461465
2024-12-23,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,71.13273908578996,6.3285366666666665,13.184444000000001,652.710070248272,34.14371486443485,Abu Dhabi,Convenience Store,0,0,12,0,23,91.31819595329678,74.79114075749628,85.32751651784211,6.240423839842849,15.920070956646487,22.55091460492326
2024-12-24,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,81.64142612517144,6.3285366666666665,13.184444000000001,749.1371999194535,39.187884658592274,Abu Dhabi,Convenience Store,0,0,12,1,24,84.0565285969291,75.8912160350212,84.0785903690686,12.73939686790897,15.256580218599398,22.253115311048923
2024-12-25,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,113.62796645586157,6.3285366666666665,13.184444000000001,1042.6439206583248,54.54142406375493,Abu Dhabi,Convenience Store,0,1,12,2,25,79.0692850404396,78.65761012614374,83.8990994182845,7.0136121598801475,14.087333967377381,22.25023689504665
2024-12-26,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,79.74307578612579,6.3285366666666665,13.184444000000001,731.7180424530171,38.27667649309473,Abu Dhabi,Convenience Store,0,0,12,3,26,88.8007105556077,85.76918731103332,84.88310782297572,22.13374352601565,17.51316467587038,22.90296777458962
2024-12-27,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,94.78059736086709,6.3285366666666665,13.184444000000001,869.7015067418266,45.49468687079891,Abu Dhabi,Convenience Store,1,0,12,4,27,91.67082278905298,88.58568504469129,84.43642328355328,19.039118992382463,13.894970782986498,22.866954203569907
2024-12-28,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,108.17095285361626,6.3285366666666665,13.184444000000001,992.5706663812537,51.92205752675582,Abu Dhabi,Convenience Store,1,0,12,5,28,96.05054653428483,88.85180735983045,84.68660345788017,16.978104490851994,14.009138441371974,22.940023650199866
2024-12-29,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,81.26813637999322,6.3285366666666665,13.184444000000001,745.7119139129021,39.00870558036487,Abu Dhabi,Convenience Store,0,0,12,6,29,94.23154200020308,90.50434965396991,85.20536476789715,14.221889641777453,15.660808043910453,23.298502847067283
2024-12-30,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,69.61927924579463,6.3285366666666665,13.184444000000001,638.8226466627711,33.417254139040175,Abu Dhabi,Convenience Store,0,0,12,0,30,94.73989553149222,90.05212772106077,83.27108068819065,13.451454420714152,15.909057403005253,20.94259547028421
2024-12-31,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,69.62838319141369,6.3285366666666665,13.184444000000001,638.9061839630483,33.421624032950525,Abu Dhabi,Convenience Store,0,0,12,1,31,86.35278949313475,89.83591917249,80.62250616361955,19.772408994650636,16.2163469593604,16.98350613192872
2024-11-30,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,626.1213629282953,6.025081999999999,12.552236666666666,5391.386313045532,300.5382547090646,Abu Dhabi,Hypermarket,1,0,11,5,30,446.8519502374981,415.2347813621817,389.0672847686752,120.2023722427386,82.11763956263228,75.3235537607166
2024-12-01,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,419.36191039793437,6.3285366666666665,13.184444000000001,3848.041640364249,201.29371759975058,Abu Dhabi,Hypermarket,0,0,12,6,1,533.3738022301113,439.5203762225409,394.86167712599996,126.74616299635854,114.84241297769456,86.24860241017194
2024-12-02,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,491.36597149539614,6.3285366666666665,13.184444000000001,4508.7469130854815,235.85566703105272,Abu Dhabi,Hypermarket,0,1,12,0,2,543.5097467217404,447.21352777588606,393.2322150924931,109.459174987232,110.79048735320193,85.27060431669034
2024-12-03,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,435.08986758608336,6.3285366666666665,13.184444000000001,3992.3605035638993,208.8431370728927,Abu Dhabi,Hypermarket,0,1,12,1,3,512.2830816072086,466.9440379718678,391.5868952265237,104.95480896193456,103.31415365791261,82.76596328586997
2024-12-04,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,277.93423541930906,6.3285366666666665,13.184444000000001,2550.3091355184015,133.40843340471525,Abu Dhabi,Hypermarket,0,0,12,2,4,448.60591649313795,473.2135661600291,393.1461715800536,37.85708503273089,99.20160139917597,83.14191778428238
2024-12-05,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,273.6738556567156,6.3285366666666665,13.184444000000001,2511.2161270125303,131.36345111248608,Abu Dhabi,Hypermarket,0,0,12,3,5,401.46335816692954,460.5533416555795,390.1476610977878,110.61796008289377,118.80089558050533,85.66795112200215
2024-12-06,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,409.58440759901396,6.3285366666666665,13.184444000000001,3758.323816746644,196.60051624207588,Abu Dhabi,Hypermarket,1,0,12,4,6,328.899319554036,444.0847386175322,387.28564964880803,91.98838012184194,136.97986477287319,88.12494414726945
2024-12-07,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,359.7769126219976,6.3285366666666665,13.184444000000001,3301.2930041677814,172.69291858080788,Abu Dhabi,Hypermarket,1,0,12,5,7,320.3974995583462,419.0188015832497,388.77439909064896,77.26749726321839,122.1358510716698,88.1113665995967
2024-12-08,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,335.20292651655,6.3285366666666665,13.184444000000001,3075.803470047325,160.89740521452168,Abu Dhabi,Hypermarket,0,0,12,6,8,347.6783919592424,380.9695943966357,390.53397075051276,68.75827356751753,81.636319553367,86.94112544530542
2024-12-09,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,259.2221862648299,6.3285366666666665,13.184444000000001,2378.608409873927,124.42664978340304,Abu Dhabi,Hypermarket,0,0,12,0,9,368.1880822458538,368.9468824135808,386.8365650688565,37.89738794213136,81.23600470052965,86.85402863148377
2024-12-10,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,282.4946323643443,6.3285366666666665,13.184444000000001,2592.155085057389,135.59742394495203,Abu Dhabi,Hypermarket,0,0,12,1,10,318.06734180112585,335.7834845234999,378.8709348909415,52.42169823504405,69.4623754443495,87.24660008594638
2024-12-11,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,286.78671325573,6.3285366666666665,13.184444000000001,2631.538981363546,137.65762277904753,Abu Dhabi,Hypermarket,0,0,12,2,11,292.3065817152414,313.9841652061086,374.50296977480434,38.9290891859603,55.6800404136399,88.71916682660003
2024-12-12,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,250.03200864179362,6.3285366666666665,13.184444000000001,2294.279849508895,120.01536451100525,Abu Dhabi,Hypermarket,0,0,12,3,12,276.1678439616347,315.2488048970259,372.2652377406128,14.831452244392256,54.818655831314246,90.09225758131352
2024-12-13,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,333.81882593725163,6.3285366666666665,13.184444000000001,3063.1030398662947,160.2330369344493,Abu Dhabi,Hypermarket,1,0,12,4,13,273.10445142062264,311.8713981806085,371.0986722427761,20.096236001586995,58.417200862243064,91.47673562652977
2024-12-14,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,329.80787278840177,6.3285366666666665,13.184444000000001,3026.2987561399095,158.3077794171791,Abu Dhabi,Hypermarket,1,0,12,5,14,290.2125159449251,301.04774365749955,372.8987597341272,41.998330695097486,42.01034204883433,90.14009969862977
2024-12-15,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,275.49038396879735,6.3285366666666665,13.184444000000001,2527.884490095764,132.23538470492215,Abu Dhabi,Hypermarket,0,0,12,6,15,304.5529024558157,296.76645225270016,373.57119001871814,47.25905027611802,36.14539293390037,89.72618144817548
2024-12-16,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,266.4152910010854,6.3285366666666665,13.184444000000001,2444.611940147688,127.87934006724711,Abu Dhabi,Hypermarket,0,0,12,0,16,313.03902756481693,288.23608903159266,367.91803110558664,32.57986208099149,32.41623932813595,90.40515951827742
2024-12-17,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,261.56200344671714,6.3285366666666665,13.184444000000001,2400.0784426153323,125.54976203410536,Abu Dhabi,Hypermarket,0,0,12,1,17,290.57118258609484,289.2636754224863,362.98056195532365,34.28159450225719,31.442605303069534,91.80518964692082
2024-12-18,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,268.15708987886507,6.3285366666666665,13.184444000000001,2460.594590084769,128.71540353110973,Abu Dhabi,Hypermarket,0,0,12,2,18,267.8225594722,286.27329986282524,359.9728240805134,7.0700247103165275,33.14310092584159,93.6440041511371
2024-12-19,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,252.1158849321841,6.3285366666666665,13.184444000000001,2313.4013828193024,121.01562513341761,Abu Dhabi,Hypermarket,0,0,12,3,19,265.37812810888914,283.6119250947017,359.3663442797481,3.41768509531848,33.83574021445184,94.19454898115018
2024-12-20,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,390.2545128505507,6.3285366666666665,13.184444000000001,3580.9537741851655,187.32216673475443,Abu Dhabi,Hypermarket,1,0,12,4,20,260.61165941925543,283.90962170761463,356.07848449753976,8.062718484694114,33.498540488555854,96.20558564662622
2024-12-21,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,405.73325853748764,6.3285366666666665,13.184444000000001,3722.985886465993,194.75196468695296,Abu Dhabi,Hypermarket,1,0,12,5,21,303.50916255386664,291.9718626952288,358.687558661525,75.55062483266678,50.16011427809812,96.02967122309484
2024-12-22,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,354.62149762350055,6.3285366666666665,13.184444000000001,3253.987201958061,170.2183193740458,Abu Dhabi,Hypermarket,0,0,12,6,22,349.36788544007413,302.8183463736696,361.50943011453114,84.5775478132371,65.55251133411127,96.13013782453784
2024-12-23,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,298.7575041603178,6.3285366666666665,13.184444000000001,2741.382295042742,143.40360243062634,Abu Dhabi,Hypermarket,0,0,12,0,23,383.53642300384627,314.1227911814844,358.37556937493696,26.20978012734285,66.86429801791694,94.7138413406774
2024-12-24,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,342.89398972571996,6.3285366666666665,13.184444000000001,3146.3762396617044,164.58911556608754,Abu Dhabi,Hypermarket,0,0,12,1,24,353.037420107102,318.743107347089,353.1300795500881,53.50546684521892,64.07763691811917,93.46308430640521
2024-12-25,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,477.23745911461856,6.3285366666666665,13.184444000000001,4379.104466764964,229.0739810677707,Abu Dhabi,Hypermarket,0,1,12,2,25,332.0909971698461,330.3619625298037,352.3762175567948,29.457171071498607,59.16680266298664,93.45099495919565
2024-12-26,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,334.92091830172825,6.3285366666666665,13.184444000000001,3073.215778302672,160.76204127099786,Abu Dhabi,Hypermarket,0,0,12,3,26,372.96298433355213,360.2305867063399,356.509052856498,92.9617228092665,73.55529163865651,96.19246465327612
2024-12-27,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,398.07850891564175,6.3285366666666665,13.184444000000001,3652.7463283156717,191.0776848573554,Abu Dhabi,Hypermarket,1,0,12,4,27,385.0174557140222,372.05987718770336,354.6329777909238,79.9642997680073,58.35887728854424,96.04120765499334
2024-12-28,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,454.31800198518823,6.3285366666666665,13.184444000000001,4168.796798801265,218.0726416123744,Abu Dhabi,Hypermarket,1,0,12,5,28,403.41229544399613,373.17759091128784,355.6837345230967,71.3080388615795,58.83838145376321,96.34809933083916
2024-12-29,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,341.3261727959715,6.3285366666666665,13.184444000000001,3131.9900384341886,163.83656343753242,Abu Dhabi,Hypermarket,0,0,12,6,29,395.7724764008528,380.1182685466736,357.86253202516804,59.73193649546661,65.77539378442462,97.85371195768232
2024-12-30,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,292.40097283233746,6.3285366666666665,13.184444000000001,2683.055115983638,140.3524673839687,Abu Dhabi,Hypermarket,0,0,12,0,30,397.90756123226714,378.21893642845515,349.73853889040066,56.49610856700082,66.8180410926228,87.95890097519343
2024-12-31,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,292.43920940393747,6.3285366666666665,13.184444000000001,2683.4059726448027,140.3708209383922,Abu Dhabi,Hypermarket,0,0,12,1,31,362.68171587116575,377.3108605244579,338.6145258872021,83.04411777753344,68.1086572293144,71.33072575410037
2024-11-30,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,223.61477247439117,6.025081999999999,12.552236666666666,1925.4951118019758,107.33509096752306,Abu Dhabi,Mini Market,1,0,11,5,30,159.5899822276779,148.2981362007792,138.95260170309828,42.9294186581204,29.3277284152254,26.90126920025593
2024-12-01,TOTAL COFFEE,NESCAFE,NESCAFE 3IN1 CLASSIC 20GX24 BOX (CM),INSTANT MIXES,NO PROMO,KGS-LTRS,2000040000000.0,149.77211085640513,6.3285366666666665,13.184444000000001,1374.3005858443746,71.89061342848235,Abu Dhabi,Mini Market,0,0,12,6,1,190.4906436536112,156.97156293662172,141.022027545,45.26648678441365,41.01514749203352,30.80307228934711
